Steps,Policy/Entropy,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
1630000,1.2025539,10.0,0.3017600480653346,136.50666666666666,0.043822702,0.29460808111203685,0.013887195,0.06596455,0.00025125485
1640000,1.1426414,10.0,0.1557240029978857,143.40625,0.01987579,0.16611279157491832,0.012338407,0.06814511,0.0002509404
1650000,1.2295222,10.0,0.3019878479720252,133.609756097561,0.03692742,0.3019877744884026,0.015119225,0.06446137,0.00025065697
1660000,1.193392,10.0,0.22735942356666783,148.796875,0.031200718,0.2468412300897023,0.0136628505,0.067230046,0.00025037158
1670000,1.2414421,10.0,0.2106296795804704,140.44444444444446,0.020536458,0.21060843836693538,0.012098898,0.06734379,0.00025005077
1680000,1.3183788,10.0,0.20750220987474086,144.80519480519482,0.030680327,0.19203843061740583,0.0137920575,0.067722216,0.00024973362
1690000,1.3532754,10.0,0.3383964405653092,130.22972972972974,0.049849328,0.3356118516562736,0.014330615,0.06699396,0.0002494482
1700000,1.3777826,10.0,0.47584556825402213,117.6219512195122,0.056399178,0.4766385210565774,0.015941951,0.07104058,0.000249164
1710000,1.3755436,10.0,0.24362617231137748,143.86486486486487,0.0478783,0.24362608427936966,0.01452479,0.064731084,0.00024884866
1720000,1.4638884,10.0,0.46559919282216344,119.72151898734177,0.062194355,0.4655991215494615,0.015295675,0.067881726,0.0002485608
1730000,1.5336577,10.0,0.467970505203533,125.25316455696202,0.06699571,0.4724615116914113,0.015030498,0.07366648,0.00024827372
1740000,1.5217838,10.0,0.4207393571895619,127.43589743589743,0.0584562,0.4169029140774208,0.014620866,0.0696329,0.0002479577
1750000,1.5168945,10.0,0.4969176854527391,115.72941176470589,0.07071185,0.4969176201259389,0.01573532,0.071535796,0.00024763736
1760000,1.5489942,10.0,0.4308630628734572,133.94520547945206,0.0836512,0.42900923267006874,0.014350053,0.070779644,0.00024735366
1770000,1.6246079,10.0,0.43478754462848884,130.5125,0.07277371,0.43638681445592714,0.012629832,0.062272143,0.000247069
1780000,1.6428168,10.0,0.34068691372786736,140.65151515151516,0.065429114,0.34068683873523364,0.01266331,0.07076926,0.0002467523
1790000,1.7281965,10.0,0.0925517771071915,165.0,0.04034777,0.09255168612661033,0.008571349,0.06509637,0.0002464392
1800000,1.8349317,10.0,-0.2815097487376382,191.37254901960785,0.009021991,-0.30138672292232516,0.005020411,0.06810949,0.00024615647
1810000,1.8412166,10.0,-0.4414860531202673,202.5625,-0.005641106,-0.4058125608911117,0.0038250373,0.0673765,0.00024587318
1820000,1.8703796,10.0,-0.5789317550687966,217.0,-0.009907111,-0.588288954893748,0.0034334003,0.06840299,0.00024555682
1830000,1.7972392,10.0,-0.5079934036532673,208.72549019607843,0.0068560904,-0.5079935257341347,0.0025303643,0.06560665,0.00024523778
1840000,1.8019065,10.0,-0.6217258638340152,214.95555555555555,-0.018628504,-0.6131591539491307,0.0023383368,0.06381335,0.00024495245
1850000,1.7887905,10.0,-0.5495258654933423,213.46666666666667,-0.00018074668,-0.559289914758309,0.0032269084,0.06845488,0.00024466618
1860000,1.7602975,10.0,-0.7035270674251627,226.51162790697674,-0.020734804,-0.6965000643616631,0.0022302885,0.066599615,0.00024434712
1870000,1.7056402,10.0,-0.6405666057625785,213.62,-0.019273702,-0.6332041481319739,0.001811749,0.069974534,0.00024403006
1880000,1.7403584,10.0,-0.5754470904414519,215.4390243902439,-0.01704098,-0.5951938629150391,0.0019437121,0.06767836,0.00024374736
1890000,1.6831456,10.0,-0.5996598028435315,219.69387755102042,-0.0027347668,-0.5996599306865614,0.0028214748,0.067224875,0.00024346061
1900000,1.7267196,10.0,-0.7235237467878809,226.9047619047619,-0.026058456,-0.7235238793350401,0.0018614294,0.065059505,0.00024314341
1910000,1.7162327,10.0,-0.6517753003104387,221.15217391304347,-0.014707704,-0.6517754320217215,0.0020132747,0.07166599,0.000242831
1920000,1.7151183,10.0,-0.6596584737289515,224.26829268292684,-0.010677834,-0.6512167319655419,0.0027247686,0.068322815,0.00024254316
1930000,1.6459132,10.0,-0.8966898557805825,240.02325581395348,-0.033853024,-0.8966589902722558,0.0007157299,0.06919968,0.0002422545
1940000,1.5556726,10.0,-0.8450999333639629,234.7,-0.03244775,-0.8488455996280764,0.00091250334,0.062278144,0.00024193809
1950000,1.4735758,10.0,-0.9134681847755841,244.5952380952381,-0.03298197,-0.9113903154687184,0.00093639304,0.069485255,0.00024165167
1960000,1.5101193,10.0,-0.9985298457949494,248.0,-0.039577175,-0.9985641783628708,6.313395e-05,0.06911392,0.0002413649
1970000,1.5086694,10.0,-0.9985039963205231,248.0,-0.039232444,-0.9984762647322246,3.420713e-05,0.07364914,0.00024104615
1980000,1.413292,10.0,-0.8540316797305076,235.71428571428572,-0.033336945,-0.8505041344863612,0.00083499204,0.06380564,0.0002407277
1990000,1.4832464,10.0,-0.9986665979164039,248.0,-0.040559657,-0.9986342228040462,5.7073892e-05,0.06794164,0.000240441
2000000,1.5643959,10.0,-0.9378138858565065,244.46511627906978,-0.036960952,-0.9348781254233384,0.0004594212,0.07310291,0.00024015331
2010000,1.629581,10.0,-0.8270437928517104,238.0,-0.030308906,-0.8396017006257686,0.0013177048,0.07369651,0.00023983466
2020000,1.6597805,10.0,-0.5062516422191521,211.73469387755102,-0.003025143,-0.506251763932559,0.003005221,0.06050998,0.00023954896
2030000,1.6535664,10.0,-0.5535956824624396,216.5744680851064,-0.015269044,-0.5535958111286163,0.00359013,0.06937749,0.00023925996
2040000,1.6527508,10.0,-0.4838517915457487,208.26666666666668,-0.01596926,-0.4721212698654695,0.0036914875,0.07408311,0.00023894307
